,Hotel,Review,Score
197,Hotel Cavendish, The hotel didn t provide a shower cap but I brought my own The housekeeping threw away my shower cap the first day she cleaned the room and I couldn t get my stuff back and there was no apologize or assistance on that The house keeping always forget to refill soap and toilet kits I was travelling alone and my flight back was on Sunday and I need to leave hotel early morning I had checked with the hotel reception about the tube opening hours and he said it opened from 5 am but it turned out that on Sunday the tube would open around 6 30 7 00 I need to walk to another line of tube and the time was very tight to get to the airport ,-0.6802
199,Hotel Cavendish, Very small and old room Poor facilities in the room TV hardly worked remote hardly worked also and they insisted on leaving it as is No where in the world this is s 4 stars hotel would give it 2 3 stars,-0.6486
201,Hotel Cavendish, Traffic noise Not much choice at breakfast D cor fixtures and fittings looking rather old No soap dish in shower ,-0.296
204,Hotel Cavendish, My double bed was made up as two singles so I kept rolling over into the crack inbetween Shower has what only can be described as having mould all over the walls Not much selection for breakfast,0
205,Hotel Cavendish, Hotel is in need of renovation there were cracks on the walls for example Cleaning wasn t very good No fridge Builders right outside our window Water pressure was terrible Breakfast was boring and quite small,-0.7082
207,Hotel Cavendish, Never keen on hotels which are converted houses Transmission of noise between rooms Cramped public spaces Poor value given its limited facilities ,-0.5733
208,Hotel Cavendish, for the price charging a 4 star price for 2 star at most The rooms ridiculously small everything was of the cheepest quality towels toileteries etc old furniture carpets bedding need I go on ,-0.3947
209,Hotel Cavendish, Wifi in the basement room where I was did not work but it did elsewhere in the hotel ,0
210,Hotel Cavendish, Really bad service We have got a room in a basement without heater the man in the reception told us in the middle of the night that he doesn t have nothing to do The day after also they didn t want to listen to the problem we had and they just doesn t care about the guests It was really disappointing ,-0.7569
211,Hotel Cavendish, Room to small could hardly move and the shower room the walls are all marked puts you off going in the shower,0
212,Hotel Cavendish, I had stated on Booking com that i was vegetarian no eggs or onion when i booked the room which was around 6 weeks ahead of the travel date despite this the cooked option i was given for breakfast was 1 cooked tomato and a small helping of baked beans ,0
213,Hotel Cavendish, WiFi is quite flakey with intermittent speed problems The bathroom was clean but absolutely tiny no room to stand anywhere In general single rooms are very small though I suppose if you just use the room to sleep in that doesn t matter so much NB no elevators so if you have heavy luggage and your room is on the 3rd floor you ll be carrying that up the stairs ,-0.7402
215,Hotel Cavendish, The original room I was put in was awful dirty and couldn t sit on the toilet because my legs were jammed against the wall Had to sit side saddle and I m not joking ,-0.6447
217,Hotel Cavendish, 1 The first room offered was tiny little bigger than a broom cupboard with a shower in it Not even enough space to open my large suitcase 2 The second room offered below basement level was noisy as it was on street level and the window couldn t close so the sounds were disturbing Trying to work the window left my hands greasy with dark grime Due to the noise I had to move in the early hours of the morning 3 The 3rd room was larger and quiet room 208 I think but had a damaged carpet and water damage near on the ceiling near the window It smelt musty The bathroom ceiling was mouldy above the shower I could not sit on the toilet no leg room Had to sit sideways The telephones did not work for 2 days could not dial out No instructions in the room on how to operate the phone dialing out codes reception number etc The pillows were flat hard rendering them uncomfortable to use The light shines underneath the door at night the gap is too big and needs a strip put at the bottom of the door 4 My own fault I overslept and came 15 min late for breakfast on day 1 Staff were unfriendly and I was clearly a nuisance and inconvenience to them No offer of even a piece of toast butter or jam Overall this hotel does not deserve the appellation of 4 Stars It simple misrepresentation ,-0.983
