Hotel_Name,Positive_Review
Hotel Cavendish, Room and bath room were clean Breakfast was good although better if could make our own tea coffee 
Hotel Cavendish, Everything about the hotel was lovely The location was perfect close to the sights of London but quiet enough to be relaxing The staff were friendly and accommodating the room was big clean and nice and the breakfast was good Overall a very nice and affordable place to stay 
Hotel Cavendish, The staff were friendly and helpful 
Hotel Cavendish,No Positive
Hotel Cavendish, friendly staff and very helpfull good breakfast nice location for the west end also handy for bus services to other parts of london buses very frequent
Hotel Cavendish, I booked this hotel because of the good ratings On the day we were to arrive I saw some a few bad ratings So I didn t know what to expect We arrived early and left our bags while we explored High Street Hours later we returned to check in When I opened the room door I was happily surprised It looked just like the photos The room was clean and comfortable The breakfast was terrific We had tea service with shortbread in our room Our room was near the dining hall which was good Everything was GREAT 
Hotel Cavendish, The location being a 10 minute walk from Euston is the only positive about this hotel 
Hotel Cavendish, Absolutely nothing 
Hotel Cavendish,No Positive
Hotel Cavendish, Breakfast and staff satisfactory
Hotel Cavendish, Location is perfect staff service for breakfast tea coffee at room 
Hotel Cavendish, Excellent location good value I stayed in a room facing the yard so it was very peaceful Standard breakfast good choice of cereals and fruit Friendly staff Very neat and clean room The cabin was probably the smallest hotel room I have ever been but the size of the room was mentioned in the booking so it was not a surprise 
Hotel Cavendish, I have been at the Cavendish hotel before and it was amazing as always We called before and they ve taken care of our wishes as good as they could 
Hotel Cavendish, The staff were nice and the breakfast was good The location was perfect for what I needed 
Hotel Cavendish, Nothing
Hotel Cavendish, Very comfortable bed Clean room at the back of the hotel which was very quiet Near enough the centre of the city to come back for an hour or two before going out again at night Breakfasts were excellent with quick and friendly service Will definitely come back 
Hotel Cavendish, It was a nice hotel near to Euston train stations The breakfast was very good The staff was kind and very helpfoul especially Mr Sam I would like to thank him 
Hotel Cavendish, Staff especially at breakfast were really pleasant and efficient I booked the smallest cheapest room but it was fine Warm and the shower was good 
Hotel Cavendish, Good location Handy for Euston Road and a short walk to Covent Garden Breakfast was excellent 
Hotel Cavendish, Well situated
Hotel Cavendish, Good breakfast
Hotel Cavendish, The room was just about adequate for a one night stay The bed was clean and comfortable The breakfast was good and politely and quickly served The timing of breakfast was good for those needing an early start
Hotel Cavendish, Staff very helpful great reception
Hotel Cavendish, Good location
Hotel Cavendish, Staff at the reception was very kind and helpful location is good not noisy
Hotel Cavendish, The location was excellent The tube and shops and many amenities are very close The room was tiny but clean and really very calm There are thick carpets on the corridor so the other visitors don t disturb you 
Hotel Cavendish, Great value for money despite shabby decorating everything was clean and not unhygienic great location close to conference centres transport shops Room was nice and warm bed was very comfortable Staff were very polite 
Hotel Cavendish, Location good staff Friendly Room basic but clean 
Hotel Cavendish, location
Hotel Cavendish, The English breakfast was really good We slept on the street side There was an extra window made to keep most of the noise out 
Hotel Cavendish, Every thing I needed in a small area Close to Senate House Very good breakfast Smiling staff
Hotel Cavendish, Location perfect Staff so friendly
Hotel Cavendish, The breakfast was excellent The room was very nice and very affordable 
Hotel Cavendish, the location was very convenient as close to Euston station and not too far to walk to theatreland 
Hotel Cavendish, Clean room friendly staff good location
Hotel Cavendish, Location is good easy walk from Euston station not far from Goodge Street tube Big airy room friendly staff Breakfast was good 
Hotel Cavendish, The bed was very comfortable the room was clean and the full English breakfast was excellent
Hotel Cavendish, At Cavendish Hotel you meet a happy welcoming attentive to requests staff the line up helps you to feel at home Breakfast is super 
Hotel Cavendish,No Positive
Hotel Cavendish, Great location close to Senate House and Russell Square Nice and helpful staff Excellent breakfast 
Hotel Cavendish, Location
Hotel Cavendish, Front desk people were very helpful and friendly The breakfasts were delicious 
Hotel Cavendish, Breakfast Was Good location to various underground stations
Hotel Cavendish, The location and the look of the hotel Also the cleanliness as I always get to have new towels every day 
