,Hotel,Review,Score
704,H tel Keppler, On Sundays the majority of the restaurants in this area are closed Be strategic about your choice of dining spots on Sunday evenings ,0
705,H tel Keppler, The room was a little too hot at night but possibly because we did not operate the air conditioning properly,0
710,H tel Keppler, Nothing ,0
711,H tel Keppler, Nothing ,0
714,H tel Keppler, Nothing it was perfect ,-0.4585
715,H tel Keppler, None that i can think of,0
719,H tel Keppler, A kettle was not provided as standard but I asked for one and was brought one instantly ,0
721,H tel Keppler, Only downside no coffee machine in the room ,-0.4939
722,H tel Keppler, The room slightly on a smaller side but didn t bother us as we were out most of the time I would say it was cosy rather than small ,-0.4767
724,H tel Keppler, Room was quite small ranging at 400 a nite Suite cases were in way And why can t the blow dryer button just turn off on Really You have to hold the on button the entire time of use ,0
725,H tel Keppler, The central temperature control system had just been switched from cooling to heating and it wasn t yet cold enough not to need air conditioning at night Meant we slept with the windows open which was a bit noisy ,-0.1779
727,H tel Keppler, Elevator is too small,0
729,H tel Keppler, Location It took 27 minutes to get to terminal 4 I took 11 2 hours to get to hotel from downtown London,0
730,H tel Keppler, Nothing,0
731,H tel Keppler, The rooms are very small If you have more than two suitcases the space is all covered ,0
735,H tel Keppler, Nothing all good ,-0.3412
737,H tel Keppler, No suggested improvements,-0.4874
739,H tel Keppler, Gym not up to standard Equipment broken,-0.4767
740,H tel Keppler, Nothing,0
741,H tel Keppler, Nothing,0
742,H tel Keppler, Shower head needs replacing ,0
745,H tel Keppler, The rooms were a little small ,0
747,H tel Keppler, Room is a bit small,0
748,H tel Keppler, we always stay there is it turning slightly old,0
749,H tel Keppler, Over priced could have thrown a breakfast in for the price ,0
752,H tel Keppler, Nothing,0
753,H tel Keppler, Turn down service could have done more,0
754,H tel Keppler, Not much,0
760,H tel Keppler, Nothing,0
763,H tel Keppler, Size of the room,0
766,H tel Keppler, Nothing ,0
767,H tel Keppler, Rooms a little small,0
771,H tel Keppler, Nothing,0
774,H tel Keppler, The bar closed at 11 ,0
775,H tel Keppler, No coffee or tea maker in room ,-0.296
778,H tel Keppler, Lack of business center room size,-0.3182
780,H tel Keppler, A bit pricey,0
782,H tel Keppler, There is no tea and coffee tray in the room Pillows are not comfortable at all,-0.5996
783,H tel Keppler, Size of room is small for the price ,0
785,H tel Keppler, Nothing ,0
787,H tel Keppler, Nothing,0
789,H tel Keppler, None,0
790,H tel Keppler, The electrical adapter was few ,0
792,Bradford Elys es Astotel, Garret room was hot when A C had pro blems temp got into upper 80 s even after midnight but no price rebate given Room bed not made well no turn down chocolates etc because we were above the top floor of elevator and maid couldn t bother climbing from floor 5 to floor 6 bathroom had two steps up right next to sink and toilet crying out for a misstep at night And this for 300 night at a supposed 4 star hotel We won t come back ,-0.3997
794,Bradford Elys es Astotel, Not their fault but the bar was closed due to a burst pipe lifting the wood floor Nothing else you could fault them for ,-0.4443
795,Bradford Elys es Astotel, Nothing to suggest ,0
797,Bradford Elys es Astotel, A bit pricy ,0
800,Bradford Elys es Astotel, Local Traffic noise at times was a little excessive With car horns sounding late at night particularly on Friday and Saturday ,0
801,Bradford Elys es Astotel, The public areas and room were just far too hot the whole time Turn down the heating ,0
804,Bradford Elys es Astotel, We booked a double bed but in our room we had two single beds next to each other ,0
811,Bradford Elys es Astotel, Nothing ,0
812,Bradford Elys es Astotel, Cant think of anything really,0
818,Bradford Elys es Astotel, The view from our room across the inner rooftops ,0
819,Bradford Elys es Astotel, Nothing at all ,0
821,Bradford Elys es Astotel, The staff were haughty and rude which when one is paying 400 a night is really uncalled for Please avoid this hotel if you have a choice it is really not worth the money and as Stephanie who can look down her nose at you from about 100 feet was quick to inform me you pay extra for breakfast Bend over ,-0.6099
822,Bradford Elys es Astotel, Breakfast wasn t included in the room rate,0
823,Bradford Elys es Astotel, The room service dinner was very poor Tough chicken chicken vegetables and salad swimming in oil We were told breakfast was free by a clerk Upon checking out we were told it was not My friend didn t like her room she described it as small with an attic All 3 of us tripped at different times after the last step exiting the elevator ,-0.2498
824,Bradford Elys es Astotel, If I must complain then it s the Breakfast not included I suppose ,-0.3612
828,Bradford Elys es Astotel, Thought breakfast included whereas cost 108 3 night stay ,0
829,Bradford Elys es Astotel, We didn t have a bad experience but breakfast at 18 euros per person is quite expensive we ate at local baker anyway Don t think they do lunch or dinner but with so many cafes restaurants bistros it wasn t a problem,-0.7003
831,Bradford Elys es Astotel, Smallish Rooms ,0
834,Bradford Elys es Astotel, One person from the staff was very rude I felt like I he was giving me things for free rather than paying for them I asked him about some internet problems one day and he said it was not his problem and that I should just live with it I was really frustrated me since this is not a cheap hotel at all and the least I expected was a decent behavior ,-0.0588
835,Bradford Elys es Astotel, Nothing,0
838,Bradford Elys es Astotel, Small room bathroom Shower low pressure ,-0.5106
841,Bradford Elys es Astotel, Nothing to improve on ,-0.3412
842,Bradford Elys es Astotel, Air conditioning didn t work ,0
843,Bradford Elys es Astotel, rooms on street side quite noisy,-0.2484
847,Bradford Elys es Astotel, Nothing at all ,0
848,Bradford Elys es Astotel, Noisy room No way to regulate room temp Very basic d cor Rude receptionist on check in,-0.7096
849,Bradford Elys es Astotel, Little trouble with housekeeping consistency Very noisy street every morning 5 30,-0.5267
851,Bradford Elys es Astotel, I got twin beds individually made and pushed together rather than the double I booked ,0
852,Bradford Elys es Astotel, noise at night from the street in the weekend,0
853,Bradford Elys es Astotel, Not clean ,-0.3089
856,Bradford Elys es Astotel, Breakfast is 18 Euros,0
858,Bradford Elys es Astotel, AC did not work fully,0
859,Bradford Elys es Astotel, One and only old lift broke down,-0.4215
861,Bradford Elys es Astotel, It was extremely noisy in the rooms every time a door closed you could hear it in the room ,-0.2484
866,Bradford Elys es Astotel, None,0
873,Hotel Le Six, Just the weather ,0
874,Hotel Le Six, There is currently utility construction taking place on the street in front of the hotel so a little noisy at times and barriers in place ,-0.1706
877,Hotel Le Six, There was little room for our cases but apart from that nothing to add ,0
878,Hotel Le Six, Small room Disappointed for 500 euros for one night in a suite internal courtyard room without air and it felt felt damp ,-0.4767
882,Hotel Le Six, Couldn t fault the hotel,-0.4019
886,Hotel Le Six, A bit expensive for the size of room for three ,0
889,Hotel Le Six, very poor internet This is essential in a business trip Would not recommend for a business trip Only if you need to use facebook or what s up from 8am to 10 pm Otherwise no access at all ,-0.7719
891,Hotel Le Six, The location is easily accessible but the main road is a typical big modern road with not so many beautiful things to see Hotel is situated just off the main road so not bothered by the noice ,-0.2423
892,Hotel Le Six, Shower temperature varied perhaps as the occupants of the room next door were also showering ,0
893,Hotel Le Six, The cost was a little high for the size of room but I understand this is normal within the city center of Paris ,0
896,Hotel Le Six, Nothing everything was great,-0.5096
900,Hotel Le Six, Only staying 1 night ,0
904,Hotel Le Six, Nothing,0
913,Hotel Le Six, The room was small ,0
920,Hotel Le Six, The room was very basic The gym corner was not so very well equipped ,-0.3042
921,Hotel Le Six, Room was hot AC not working properly ,0
924,Hotel Le Six, Expensive for one night,0
927,Hotel Le Six, Nightly rate of over 300 is higher than most hotels nearby ,0
928,Hotel Le Six, Nothing,0
931,Hotel Le Six, Rooms were on the smaller size,0
933,Hotel Le Six, Breakfast cost,0
936,M by Montcalm Shoreditch London Tech City, Odd one but the overwhelming smell of air freshener both in the main hotel and the room I get it you have a spa and use Elemis products but it was just too overpowering I m tech savvy but the TV is over complicated make it simpler ,-0.1655
